model_id,volume,surface_area,fill_fraction,slenderness_ratio,plane_face_ratio,cylindrical_face_ratio,bspline_face_ratio,compactness,area_volume_ratio,bbox_x,bbox_y,bbox_z
41896_7d8659e6,16493.36143134641,33118.6697541436,0.13630876957249827,9609.385199457336,0.5,0.5,0.0,0.000846938883273,2.0080000000000005,22.0000002,22.0000002,250.0000002
24603_a4021250,268099.1118430781,268992.77554922114,0.12411995831777047,13103.707014723506,0.5555555555555556,0.4444444444444444,0.0,0.0004176584530515,1.0033333333333312,600.0000001999999,60.0000002,60.00000020000001
31744_086479d0,67090.00252492397,9740.954874983392,0.4219634901383201,9654.893910422255,0.8888888888888888,0.1111111111111111,0.0,0.5507612735036239,0.1451923462272135,91.4063368982044,57.98095573693484,30.0000002
42811_4743cfd2,1536.2637836105905,1452.6560571108591,0.321956279427514,964.597271030341,0.8571428571428571,0.1428571428571428,0.0,0.0870754165055475,0.9455772326395452,18.01288635846033,66.01288635846029,4.012886358460451
30418_de83ae84,0.5595595215501266,8.58826549177214,0.5594964946583966,129.16975827958902,0.6363636363636364,0.3636363636363636,0.0,0.055902157493821,15.348260839133596,0.5000560991276535,4.000000200000001,0.5000002
91573_272066be,165000.0,20600.0,0.9999999875151456,10400.419184595648,1.0,0.0,0.0,0.352223720996113,0.1248484848484848,30.0000002,110.0000002,50.0000002
115430_67c93e4d,10244.14732172926,5937.18543796019,0.2385117183238231,928.813435451754,0.2857142857142857,0.7142857142857143,0.0,0.0567103285800977,0.5795685332801291,85.90057386544738,5.000000200000001,100.0000016901161
30445_791b6800,883.5729338221298,746.128255227576,0.7853980970742446,2751.6061508097573,0.6666666666666666,0.3333333333333333,0.0,0.2125674296544687,0.8444444444444441,45.0000002,5.000000200000002,5.000000199999988
119904_87c09b29,564758.710258282,1041541.1606244148,0.03946999524993346,14500.418762400595,1.0,0.0,0.0,3.192632545519912e-05,1.844223279262192,281.1270090580588,363.5509164920858,140.0000038743408
43866_908e0b9a,7.853981633974481,47.123889803846886,0.43633210935267863,218.39520354212112,0.5,0.5,0.0,0.0666666666666666,6.0,6.0000002,6.0000002,0.5000001999999999
30417_0010bc7c,369500.2805598477,34408.617549924966,0.598966888885742,20713.305033469333,0.75,0.25,0.0,0.3790358130431898,0.0931220336227913,119.0000002,72.00000020000003,72.00000020000002
21339_4c044144,9348.90389089863,5858.359407433605,0.6243263455479985,888.8531604156534,0.8571428571428571,0.1428571428571428,0.0,0.0491638322330876,0.6266359645794253,65.00000020000002,5.000000200000001,46.075032860332605
39390_61cd2601,1699.8522273149497,1093.6947563760043,0.5798043332937596,3442.279234106409,0.7142857142857143,0.2857142857142857,0.0,0.2497964838625913,0.6434057848096487,15.0220002,15.0000002,13.0110002
27070_53448c4a,2327.65544516472,1699.0282873618075,0.545147049584758,2252.8086284457627,0.8571428571428571,0.1428571428571428,0.0,0.1249360962923926,0.7299311807042702,15.0000002,7.000000200000002,40.66452562613404
31460_39fdfc6a,33920.33477868117,15375.532499848116,0.15022285219929818,6491.145953571986,0.7894736842105263,0.2105263157894736,0.0,0.0357999266197409,0.4532836306058981,95.0000002,59.42107805182411,40.0000002
139787_fca785f0,942.477796076938,816.8140899333459,0.7853980953289579,1650.9637345115548,0.6666666666666666,0.3333333333333333,0.0,0.184342284934001,0.8666666666666664,20.0000002,20.0000002,3.0000002
34520_035b5e9a,1132.7640631048723,1656.3104788256103,0.15803069427741032,3057.5317139350927,0.5,0.5,0.0,0.0319378774566128,1.4621848739495786,32.0000002,7.000000200000001,32.0000002
41648_577daf16,21807.36454858326,24553.65523667042,0.1919662332489303,6436.595961736824,0.5454545454545454,0.4545454545454545,0.0,0.0036333754729185,1.125934093593422,20.0000002,284.00000020000004,20.0000002
104542_2e4f8127,165.67293623491452,251.78570226844568,0.5496397661199427,1028.281742539184,0.7777777777777778,0.2222222222222222,0.0,0.1944743449827609,1.5197756977725578,21.427982756358368,4.000000200000001,3.5166740922976096
24504_493cee15,10885.470248628128,3265.667210196042,0.44637355536214823,10392.373071045158,0.6666666666666666,0.0,0.3333333333333333,0.3847963881611199,0.30000240096266,24.953984597136696,51.7500002,18.88419511579034
140760_c36e4bec,97389.3722612836,15865.042900628456,0.3246312377328422,21839.51170576552,0.6,0.4,0.0,0.2686282940616383,0.1629032258064515,50.0000002,50.0000002,120.0000002
42230_49452475,46406.37733441026,12903.522142530956,0.2148597967225012,4054.80137093028,0.8125,0.09375,0.09375,0.1133660182592831,0.2780549330439334,129.77910264287928,83.2123408943105,20.0000002
115430_11599f38,8604.855895809536,5908.227042938842,0.5843875498681738,578.838442556511,0.5263157894736842,0.4561403508771929,0.0175438596491228,0.0406039279389382,0.6866154546313877,60.00001861986601,4.000018619866008,61.352074009500726
41759_f26a9c8c,87.36586775319438,130.32353538278366,0.907697244845813,721.8269931397479,0.8888888888888888,0.1111111111111111,0.0,0.3900025121752476,1.4916985172166233,5.0000000882413,3.5000002,5.5000000882413
121265_61ecb972,301840.93330209795,56433.50875890813,0.37903941502424204,13757.475836637765,0.5,0.5,0.0,0.057332051633084,0.1869643992335081,123.7500002,52.0000002,123.7500002
26768_c4df841f,162353.34170780517,31819.660746570407,0.34360495333377894,15983.489959537425,0.4285714285714285,0.5714285714285714,0.0,0.0925312017685596,0.1959901805029534,90.0000002,70.00000020000004,75.00000020000002
128996_2033836a,1847.2564803107985,835.6636458548849,0.7853981278671984,6603.854607853494,0.6666666666666666,0.3333333333333333,0.0,0.661320892258347,0.4523809523809523,14.0000002,12.0000002,14.0000002
55611_69142616,11595.227635548075,4874.410689190009,0.11911637573786113,3309.7479813390983,0.6111111111111112,0.3888888888888889,0.0,0.1312939091128695,0.4203807671913471,73.08889765545018,95.0000002,14.019508557296176
56045_d9d572d5,86863.66951994589,39335.17247513063,0.49602859945790756,1329.0157946029724,0.9655172413793104,0.0344827586206896,0.0,0.0140212115238124,0.4528380241419386,113.8350720518842,153.8350720518842,10.000000200000034
130679_7a357a9c,24715.960966811326,17581.28472374822,0.9999999288666436,1040.0419808622134,1.0,0.0,0.0,0.0127132197245067,0.7113332452400466,106.9981181428429,3.000000200000386,76.99811768094179
21626_b34008e6,31788.893944738644,8798.527299453452,0.7095735071159458,2554.364825732472,0.6153846153846154,0.3846153846153846,0.0,0.1677927727358133,0.2767799129705074,64.0000002,70.00000019999999,10.0000002
30980_d0535092,10698359340.016829,62087764.97024148,0.4729137854362259,202826.9102979421,0.7393617021276596,0.2606382978723404,0.0,0.0540839815817599,0.0058034847210641,5766.62343276205,1875.0000002,2092.2440556180595
26245_4aac38e1,31554.156612655883,5541.769440932394,0.7853981496036978,17059.95756268648,0.6666666666666666,0.3333333333333333,0.0,0.6616375829798813,0.1756272401433691,36.0000002,36.0000002,31.000000199999995
27054_342fcf5c,313306.34298836446,34312.95542563558,0.6315068580451666,11905.507942674863,0.6,0.4,0.0,0.2747997732217505,0.1095188660987622,45.0000002,45.0000002,245.0000002
41907_7bcecdb1,541.5191275461352,1237.0408958030198,0.8331061403493739,321.82985923450224,0.5714285714285714,0.4285714285714285,0.0,0.0175197459440583,2.2843900295980384,10.000000349011636,1.0000002,65.00000109406973
113001_c1b164a3,88.35729338221293,239.15374075452291,0.7853979508094068,825.4819222878982,0.6666666666666666,0.3333333333333333,0.0,0.0645513970775192,2.706666666666666,1.5000002,50.0000002,1.5000002
53831_de0554da,45531.63379648134,14396.806507416775,0.1422863543334264,15142.671667505185,0.7777777777777778,0.2222222222222222,0.0,0.0785742670504026,0.3161934968503009,50.0000002,80.00000020000016,80.00000019999993
50036_7766eac1,142823.3547978158,34101.273893206555,0.30914145800507953,14551.176362621862,0.6363636363636364,0.3636363636363636,0.0,0.0581753526986523,0.2387653891863914,140.00000019999993,60.0000002,55.00000019999999
103284_e25015aa,18018.51795670702,5472.440774252975,0.7853981395439271,4892.35565050978,0.6666666666666666,0.3333333333333333,0.0,0.2240512117055327,0.3037120359955005,50.8000002,50.8000002,8.8900002
25203_1cc0cb3c,201.96794948007872,322.6413429510902,0.7499998879206661,786.8363581369239,1.0,0.0,0.0,0.1373590365089706,1.5974878379547752,2.59807641135332,34.5500002,3.000000200000001
40491_ac67bf4c,610.8983012948487,1468.1018765997355,0.5090818048988114,255.43652855181324,0.8333333333333334,0.1666666666666666,0.0,0.0133389494603179,2.403185396796773,120.00000020000016,1.0000002,10.00000020000004
37683_e2cca100,697.4335690969341,860.7963870836031,0.2759926927135631,2252.8086284457627,0.375,0.625,0.0,0.0862495347779943,1.2342342342342338,19.0000002,19.0000002,7.000000200000002
56568_d3018fcb,386303.3051796382,31953.78209004347,0.18138384929770338,27621.02983139652,0.4285714285714285,0.0,0.5714285714285714,0.517299923063026,0.0827168229254066,145.33531337942384,114.90811465664392,127.52870783593656
55255_e0101aad,3160.3055407156744,5920.048601928498,0.13851875810496336,4315.271927522868,0.4615384615384615,0.5384615384615384,0.0,0.0054442079082778,1.873251976955323,39.0000002,39.0000002,15.0000002
22025_b77024b9,1448999.998170572,118200.00005081744,0.7155555511538626,21633.74360268611,1.0,0.0,0.0,0.1437926584682119,0.0815734991028642,150.0000002,90.00000019999999,150.0000002
65858_61e9b51a,44241.89676870029,28565.634134121443,0.23998276925178935,16641.707940584543,0.5,0.5,0.0,0.009497039429861,0.6456692913385826,38.1000002,127.0000002,38.1000002
70321_eccffc7e,75692.44238230171,16519.151756512183,0.38816636702098867,8561.041511751828,1.0,0.0,0.0,0.1437454750711859,0.2182404377055042,65.0000002,75.00000019999999,40.0000002
56343_60e8809c,3.5342917352885177,12.959069696057895,0.7853978752436594,825.4819222878981,0.6666666666666666,0.3333333333333333,0.0,0.6491359879789635,3.6666666666666656,2.0000002,1.5000001999999997,1.5000002000000006
23554_a0845d54,6542.366701100744,5046.968597992003,0.16483664723392322,4367.90241103954,0.5,0.5,0.0,0.0376556658328626,0.7714285714285716,63.0000002,10.0000002,63.0000002
35968_5488b3e5,13799.445730893169,7074.866655884213,0.27598890965005746,7631.428360003164,0.5,0.5,0.0,0.060816424347256,0.5126920887877062,50.0000002,20.0000002,50.0000002
22011_0832eefe,8246.680715673207,3455.751918948773,0.7853981304854514,5503.212191555287,0.6666666666666666,0.3333333333333333,0.0,0.1863730277986475,0.4190476190476191,10.0000002,105.0000002,10.0000002
148051_c59af578,810.2217406643126,1453.0280931925909,0.5562445818286849,277.36184123279816,0.8888888888888888,0.1111111111111111,0.0,0.0242012682186124,1.7933709011575425,1.2700002,19.526250200000003,58.737500200000056
43628_a95b7e66,63.61725123519331,173.18029502913728,0.7853979495849618,825.4819222878982,0.6666666666666666,0.3333333333333333,0.0,0.0881265459119925,2.722222222222221,1.5000002,36.0000002,1.5000002
41978_f3c5934a,92598.88069391488,42196.71172071436,0.8964559242731795,1513.3833774421582,0.9,0.1,0.0,0.012907080571497,0.4556935397544963,469.5200002000004,5.500000200000001,40.00000020000001
128355_739c5ce0,1519999999.9999995,31960000.0,0.10582010579158059,423994.80505473673,1.0,0.0,0.0,0.0080042240638169,0.0210263157894736,3800.0000002,2700.0000002,1400.0000002000002
38287_88ec74de,25132.741228718343,5654.866776461628,0.7853981457259654,11006.42427304633,0.6666666666666666,0.3333333333333333,0.0,0.3950617283950615,0.225,20.0000002,80.00000019999999,20.0000002
38454_24787d99,1307.1553080565966,972.1126176810368,0.6938620390493367,1514.267221264137,0.875,0.125,0.0,0.210357022333297,0.7436856291593368,22.07106811064708,17.071067913083798,5.000000200000002
65813_123f1f95,24713.1084073072,11189.283766894774,0.4449929775196599,3228.479064861,0.8846153846153846,0.1153846153846153,0.0,0.0493060552621954,0.452767154276162,45.155540681799295,72.3459532846115,17.000000200000002
60729_c51868ec,2592000000.0,21240000.0,0.9999999991805554,104004.19122193137,1.0,0.0,0.0,0.0792973785840299,0.0081944444444444,1800.0000002000002,300.00000020000004,4800.0000002
69057_8b7468bb,489600.54723888345,82687.07882746265,0.5396831378458279,3950.70590748048,0.7710843373493976,0.2289156626506024,0.0,0.0479538206103456,0.1688868186397643,180.0000002,28.0000002,180.0000002
68956_2805fb2a,238385398.16339743,2382539.8163397443,0.8712916591437894,165096.36249976346,0.7777777777777778,0.2222222222222222,0.0,0.475216128588822,0.0099944872240315,600.0000002000002,760.0000001999999,600.0000002
23859_7e2e04e5,43513.19901530598,30528.693452398657,0.12553593548123473,6341.935937255983,0.3370786516853932,0.0674157303370786,0.5955056179775281,0.0075260958566933,0.7015961626186124,50.80146349890261,89.53646390421422,76.20382788615821
68956_dbfcec3f,4400000.0,1125600.0,0.9999999744181827,2773.445166738666,1.0,0.0,0.0,0.0015353432116802,0.2558181818181818,1100.0000002,8.000000199999999,500.0000002
122019_3a524981,219.519908595923,476.0399982298868,0.2926808044771691,1169.262644766177,0.9767441860465116,0.0232558139534883,0.0,0.050520758832753,2.168550457563046,10.00000020372529,7.143159663088111,10.50000018509884
88230_40101e7c,1612269.9109938303,181498.71667367013,0.2568575978444116,14859.896327977574,1.0,0.0,0.0,0.0491707911079789,0.1125734068694436,241.30001110557112,106.68000340465144,243.84001118663343
22254_539990c2,3265.6855634065905,1463.353858042126,0.7853981282035648,5503.212191555287,0.6666666666666666,0.3333333333333333,0.0,0.384904541613529,0.4481000481000481,10.0000002,41.58000020000001,10.0000002
132321_74af461c,1397.2128761013396,1141.7766110039274,0.581561616409727,1322.834262886868,0.4545454545454545,0.5454545454545454,0.0,0.1483317446711682,0.8171815694898553,22.671879518702987,5.000000200000001,21.19382273415769
50821_9dfe2ba3,57979.41913774428,31733.73747322673,0.09754389355405636,6707.773337468237,0.8333333333333334,0.1666666666666666,0.0,0.0118969714639942,0.5473276197858328,213.0000002,47.0000002,59.374000200000005
37377_90529181,233557.77884031623,28509.95333132737,0.7720918218927346,9539.285430925383,0.5,0.5,0.0,0.266226649830291,0.1220680958385876,110.0000002,25.0000002,110.0000002
41902_43d78d0f,2951064.625966983,188227.9525174502,0.9279953888613772,15499.456016430762,1.0,0.0,0.0,0.1476921659608297,0.0637830669180188,44.70816755939168,457.2000002,155.5750001999999
30380_4d422f95,88853.43254408904,26400.225478397253,0.4615762662065002,6385.911987700238,0.5384615384615384,0.4615384615384615,0.0,0.0485263789114578,0.2971210534302934,35.00000020000004,25.0000002,220.0000002
133604_d1452929,14863.181192100365,13965.838388118833,0.17995074573860462,515.590721170464,0.3333333333333333,0.238095238095238,0.4285714285714285,0.0091722288395096,0.9396264640534382,232.30170540316828,142.221639201826,2.5000002
41473_c2137170,8356.636458548846,3581.415625092363,0.298451295269276,7631.428360003158,0.5714285714285714,0.4285714285714285,0.0,0.1719298245614035,0.4285714285714286,20.000000199999988,20.000000199999988,70.00000019999999
51895_5760b481,1631250.0,219300.0,0.9999999865563218,10400.419184595645,1.0,0.0,0.0,0.0285349770632143,0.1344367816091954,1812.5000002,30.0000002,30.000000199999988
22433_9f17ac4c,19.53755489519787,448.2701250994515,0.0841932693675724,1386.8090751269208,0.5,0.5,0.0,0.000479262453828,22.94402383020977,3.1750002,23.020000200000005,3.1750002
23881_bec7f38c,22704.290107493456,15758.228750406402,0.2399827688252557,15724.448452611428,0.5,0.5,0.0,0.0148986194316691,0.6940639269406387,36.0000002,36.0000002,73.00000019999999
131028_c6aea443,33783.54425070596,10272.67641000312,0.23352220010124158,3425.0335986393206,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.1190726362090908,0.3040733776708006,86.05956736297333,15.0000002,112.06928798804424
137053_59e609b3,7233.284045615367,3169.4479612789296,0.1669822801063728,5283.3207645403245,0.7,0.3,0.0,0.1858542670311987,0.4381755149239809,40.72441686701209,45.26290138970607,23.500000384858268
56430_4f35ba2f,12624885.566148644,962102.3935992756,0.07013810578058997,36056.2393057602,1.0,0.0,0.0,0.0202415324323162,0.076206820929845,150.0000002,1000.0014937234404,1200.000727208116
25474_5422a377,23689.97506262089,6916.261656934004,0.646624679357364,4827.446987394108,0.75,0.25,0.0,0.1918524435387716,0.2919488787409824,50.0000002,15.0000002,48.84848023542365
96175_a81ddef6,28794.80900809727,15936.474211582934,0.8144103268052363,1100.64247133033,0.6,0.2,0.2,0.0231688269128453,0.5534495542964534,98.261419184806,89.9555337859781,4.000000200000001
141118_cb31cb8f,148.44025288211776,212.05750411731103,0.7853980511935664,1650.963734511555,0.6666666666666666,0.3333333333333333,0.0,0.2613333333333335,1.4285714285714282,3.0000002,3.0000002,21.00000020000001
125814_188a264c,3147.632755551881,2266.548667390109,0.953828043865129,1211.4137891254466,0.7777777777777778,0.2222222222222222,0.0,0.096233291339394,0.7200804043585799,15.0000002,4.000000200000001,55.0000002
22666_bdaa1303,1428.2645447264372,1966.7577179130656,0.26416212202335043,2356.949884539035,0.3529411764705882,0.6470588235294118,0.0,0.0303261371654185,1.3770262135084848,23.8252002,23.8252002,9.5250002
42013_6092fa24,1413.7167362474447,999.0264795708482,0.7853981078955455,3301.9274081614144,0.6666666666666666,0.3333333333333333,0.0,0.2266972092231415,0.7066666567325601,6.00000028940696,50.0000002,6.00000028940696
136617_c41e239f,7235.12726359814,2731.9569573004574,0.557821760567604,3959.180874769382,0.5384615384615384,0.4615384615384615,0.0,0.2903508921367998,0.3775962547397974,45.03583554458194,18.0000002,16.0000002
65569_bd890a32,79878927.23378167,1265048.582604337,0.9396234371765891,41682.91433469021,0.6363636363636364,0.3636363636363636,0.0,0.3564472001823126,0.0158370752639418,500.0000002,230.0000002,739.231631402885
56297_790ecac2,15204410.773089482,1236060.3022755445,0.21857268113468056,36823.27144427205,0.5882352941176471,0.4117647058823529,0.0,0.0138443505021597,0.0812961660088312,974.2614134973466,300.00000020000004,238.0000002000005
25168_05818e21,50890.10184723315,7977.260002854311,0.7175691122409533,10852.248045540431,0.5,0.25,0.25,0.5769760309078551,0.1567546480217553,39.583333533333416,35.8333335333334,50.0000002
90615_6b438630,120000.00000000006,51100.0,0.19999999853333306,14422.49575114907,1.0,0.0,0.0,0.0122054041678914,0.4258333333333331,100.0000002,60.0000002,100.0000002
134044_8027716b,666540.0,57408.0,0.9999999913871621,12133.822370472237,1.0,0.0,0.0,0.2655752241384397,0.0861283643892339,138.0000002,35.0000002,138.0000002
21237_7887a24b,325.9117417296129,700.8310356436941,0.36670798337195226,1802.812010959246,0.7333333333333333,0.2666666666666666,0.0,0.0348989539835995,2.150370624649438,7.5000002,7.5000002,15.8000002
128656_22e204c6,1161381.358164579,87698.92360426842,0.5352976607706482,25891.63127745242,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2261618176808371,0.0755125979832032,176.3492140897649,136.6984109716544,90.00000019999999
29737_245fd8bb,7986780.622369587,1102457.9755088687,0.10262774577118472,29845.19807804157,1.0,0.0,0.0,0.0053840582979546,0.1380353395986707,736.5999899003169,904.23998684856,116.8400002000001
138915_28fbd2f7,4302564.000000003,515744.8000000004,0.12852611824639845,14422.49575114907,1.0,0.0,0.0,0.0152616847368036,0.1198691756822211,533.4000002,1046.0000002000002,60.0000002
